"","GSM341241","GSM341242","GSM341243","GSM341244","GSM341245","GSM341246"
"Dcbld2",179.6551,202.3632,196.0652,184.0669,190.4237,160.3257
"Gpatch2",22.56332,20.88323,21.244,21.51275,22.17766,17.4593
"Dpf1",10.4832,13.64977,13.88556,10.573,4.571804,5.42276
"Hsd3b5",0.8334733,0.2928471,0.807337,0.3629953,0.419774,0.6690916
"Magi2",49.36041,47.61251,50.90334,52.81709,54.36074,51.54678
"Gucy1a1",21.78602,25.99273,32.93629,27.12295,30.9203,15.18573
"Crybb2",6.001827,2.550071,9.987522,7.066773,6.684416,5.494786
"Kctd4",25.21706,21.21455,22.28563,25.93876,24.20714,16.84482
"Gprc5d",5.694507,7.618547,8.320049,11.26675,8.994094,12.3323
"Chrdl2",30.3811,21.99681,24.89824,16.16702,9.807516,18.56517
"Rit1",184.1685,199.0553,266.2278,216.7458,189.3246,205.6742
"Rdh16",4.516874,1.830969,0.7517405,1.337918,2.341314,1.341245
"Dnajc28",314.6599,306.4534,290.8463,382.3402,400.8535,377.9787
"Gcsam",14.39768,19.21203,10.36392,12.01649,18.14252,20.07125
"Chn1",153.0198,166.9327,179.8244,186.9809,172.8067,190.8693
"Th",2.174093,6.005865,0.9339164,0.5959027,2.680106,2.862914
"Gbp2b",0.221131,0.8095772,1.463076,0.3763282,2.037364,0.8916732
"Cavin4",5.899589,13.24007,9.895162,4.518981,8.500518,8.767352
"Tsga8",68.00513,58.45786,86.15971,195.6669,86.55571,215.8892
"Rac3",13.31616,15.90912,15.89468,10.74355,10.48821,17.17495
"Alx3",7.873108,10.41315,10.70276,7.392802,5.646936,8.093731
"Oxt",25.50993,18.08949,15.24179,13.44963,14.00288,16.59883
"Epha5",9.474534,8.921485,6.019852,7.49534,12.257,9.931941
"Selp",16.78648,13.30499,14.34812,16.24128,11.14837,17.72603
"Shox2",1.742281,4.461341,2.872031,2.030584,2.894632,0.2246446
"Chrne",67.01217,53.98646,53.78245,80.287,60.66683,62.69032
"Trpc7",27.42936,29.30512,23.00685,31.3222,27.53736,20.0747
"Slurp1",7.695977,13.27949,9.579047,5.741424,7.616451,10.27119
"Gria3",11.12431,16.67492,18.992,11.81455,12.91609,10.78065
"Insrr",6.749727,13.04727,12.8861,9.733464,11.59744,10.91206
"Hoxa1",9.624791,7.810893,8.025006,5.808868,6.499746,5.825196
"Stra8",240.7062,263.5228,303.9514,217.9604,221.293,258.2822
"Chad",0.590624,0.9344715,1.948997,1.221698,3.080739,3.492972
"Prl6a1",0.7955234,0.2195812,1.943761,0.6134,1.426304,0.3456073
"Ms4a3",0.5028621,4.019366,0.5748777,1.043507,3.99112,4.221334
"Hoxd1",2.967819,2.186359,4.204353,1.814436,2.211705,1.744764
"Tex43",6.114764,9.322562,12.85208,34.61917,10.62111,44.13724
"Mt3",12.09633,12.78317,9.929158,10.69025,20.07869,11.03354
"Lpar2",21.9124,32.45522,43.0821,11.70284,33.13985,16.17975
"Aicda",6.52638,8.360336,8.151116,6.349048,6.823624,5.793761
"Optc",10.43282,15.9249,11.54904,15.48812,11.1311,19.26772
"Cftr",51.26163,68.28843,50.66983,70.77181,68.35976,92.67913
"4930429B21Rik",21.95647,23.65505,24.17552,30.92363,27.22831,32.01173
"Gpr143",0.3138,0.2591548,0.5066745,0.4897121,0.2665987,0.7111176
"Cd209e",0.2783239,1.810528,0.9415297,1.925598,0.7952144,0.764345
"Pla2g2c",320.6757,333.3937,270.2108,410.2239,461.1079,397.1221
"Nxf2",116.0301,106.1846,130.7899,374.349,340.4372,385.9325
"Zfp493",6.876512,9.830985,11.57573,10.3182,10.00085,7.680579
"Tsga13",9.538967,10.61997,17.56824,47.77545,21.43942,66.5368
"Eppin",1092.61,1242.214,1560.869,969.5297,909.4427,1120.934
"Has3",4.512883,6.360557,4.619782,2.851974,6.431418,8.403263
"Has1",3.023969,2.29064,8.653895,1.425306,2.280403,2.141107
"Gpr84",2.895614,11.68934,8.085447,7.331403,3.8146,8.823213
"Tead3",9.39176,9.963767,7.627875,5.429796,7.393868,9.613905
"Bard1",127.7553,145.3734,133.5955,120.7417,139.845,116.7694
"Dlx4",7.511583,3.612325,7.868225,4.21231,2.140709,5.35651
"Cacng2",3.939381,1.549837,1.49469,2.935462,5.795227,2.200074
"Cabp2",17.661,16.10165,16.42253,14.58303,13.56011,14.61917
"Defa-rs2",17.86444,18.25612,16.27748,12.18321,8.073228,14.56875
"Tpo",36.38692,35.95888,27.51022,26.95149,28.20714,33.48233
"Gcm1",0.2426969,0.8249552,1.198171,0.4381651,2.050509,2.001415
"Esx1",52.92068,49.84043,76.17638,37.6168,46.19321,45.33644
"Hesx1",5.591501,8.196713,5.026414,6.374018,4.921157,6.04504
"Mtag2",11.39406,10.92105,11.10592,8.281878,8.225711,8.454
"Npff",107.2561,108.5672,120.7856,77.38564,88.64437,84.68706
"Rbm18",302.3225,303.2621,323.3222,267.4247,268.2182,294.1371
"March7",735.5699,716.1935,711.5521,727.9944,828.8899,740.0287
"Prkacb",439.7828,441.0348,497.4189,441.7388,401.2902,385.1251
"Ptp4a2",1259.575,1232.793,1199.111,1197.486,1273.941,1160.844
"Ash2l",744.816,748.7777,694.8929,812.6547,851.5236,763.8513
"Cpeb4",670.1008,668.137,577.7196,678.0673,750.9459,643.4635
"Tle5",508.3961,598.1774,774.0366,474.2619,465.1392,479.5471
"Vamp8",305.5914,315.7839,370.71,276.3719,253.24,262.8017
"Gtf3c6",248.6433,219.5779,229.1025,217.7498,213.3179,224.6692
"Csn1s1",0.1072665,0.1182054,0.1020545,0.06434444,2.238199,0.1863781
"Pura",398.8391,421.9696,426.5004,378.5616,466.8562,366.1704
"Fam234b",184.81,200.7659,171.2578,239.9529,247.1017,243.3975
"Blcap",335.3693,328.8769,360.7025,357.5057,339.6768,345.7768
"Smad2",373.4762,349.9395,364.7767,316.1006,309.2479,343.2846
"Tcirg1",94.10368,97.5507,119.9582,78.74981,58.48999,98.55067
"Dusp12",206.2794,171.134,216.0395,176.3176,154.8634,163.2766
"Prps2",23.67927,36.06564,38.39535,28.48262,27.55257,26.14588
"Jmy",527.6558,492.4527,544.3001,560.2849,456.3091,513.7116
"Sqor",72.23985,86.55587,127.8933,169.4359,90.66828,236.9735
"Romo1",870.4874,847.6808,904.4398,895.9867,809.3422,920.4161
"Lfng",12.89195,18.68928,25.03765,15.80918,12.1108,17.71308
"Pcgf2",91.54603,69.87649,88.73576,78.73455,77.12596,80.4818
"Krt8",75.57948,53.5186,52.74426,102.53,69.02984,113.581
"Ate1",100.6993,98.51093,105.5022,115.6984,123.4507,125.7699
"Tgfb1",69.48209,76.3342,100.6068,60.48659,44.435,63.53918
"Gbe1",59.79959,57.63212,64.78369,54.56283,49.20438,63.04709
"Pnpla3",10.69362,17.09598,14.61075,7.19718,9.649299,8.539839
"Abcg8",1.070339,1.501386,0.9580786,3.842391,1.088812,3.334569
"Ucp3",9.026949,7.730516,8.779982,9.998546,6.953164,7.768274
"Lrrc6",364.3349,389.0335,260.7722,459.4087,468.0734,461.0055
"Procr",28.94189,30.35375,42.06794,20.33437,16.26257,22.76692
"Doc2b",22.83498,18.28872,26.14342,15.51905,11.75334,15.44372
"Yipf2",304.6368,325.9809,293.9883,336.7017,335.7236,349.8877
"Arnt2",4.56312,10.07105,7.577125,8.719819,7.889203,12.76576
"Ms4a4c",4.577116,6.915598,10.61125,8.501654,5.461422,7.639754
"Kcne1",3.796074,6.761178,4.577922,6.297116,1.915405,5.815273
"Acox2",1.748504,4.415489,3.575204,5.06566,2.936747,1.208982
"Pla2g2e",1.383044,10.03604,3.678826,3.226548,6.183868,2.092226
"Zfp113",96.20052,99.81642,92.43056,103.4962,108.5269,91.54073
"Lce1a1",23.44958,22.43881,17.6505,20.62675,20.64122,21.72666
"Il17rb",24.12979,19.7278,21.89787,24.89916,23.02509,20.32891
"Aig1",38.18414,30.78903,29.75116,31.3778,32.69152,38.20431
"Cts8",0.1468226,0.1356792,0.2068006,0.1516818,0.07562952,0.08578598
"1700120K04Rik",9.559849,13.8196,10.80686,13.53857,16.57091,15.12334
"Chrnb1",49.96321,50.46298,50.78592,46.41546,44.96342,46.27854
"Bnipl",4.917536,4.548126,8.071411,3.783436,5.578751,8.945083
"Acox3",32.19691,32.94472,28.8581,32.75253,34.19259,30.21524
"Grap2",1.018115,4.28004,0.9596155,1.64284,5.456336,1.323565
"Cryba4",0.9244031,1.102553,3.985791,1.279037,1.060986,1.095254
"4932438H23Rik",10.4564,12.09001,10.39839,13.94352,14.54554,12.02737
"Sgce",147.6324,158.7516,175.6471,170.2366,159.6996,151.2729
"Ppp1r14bl",827.3885,763.405,660.11,959.3788,921.5278,985.3171
"Fgf10",8.159907,4.634414,9.001639,8.046359,6.551058,11.88377
"Il2ra",3.278605,8.072578,6.957465,4.123302,5.540552,3.710068
"Myom1",73.38201,70.52952,105.4952,60.62157,60.26551,77.37926
"Dach1",7.73889,8.860742,12.70697,9.739157,11.47842,11.02714
"Sema3c",55.11857,51.63357,50.22647,43.24879,36.62112,40.44072
"Slc15a3",8.582417,2.892937,5.785749,4.907681,4.07913,7.103209
"Gpx5",0.196368,0.3415493,0.2446822,0.6922266,0.2540487,0.2489728
"Clec7a",0.622429,1.089097,5.787528,4.475138,0.9658203,6.234823
"Izumo1r",11.4408,16.95339,11.96484,9.113831,5.426033,8.9758
"Klk1b1",1.164728,0.9438696,5.067194,3.537882,3.615872,0.9603064
"1700093K21Rik",15.54728,17.05294,25.86518,47.47012,23.51819,64.01581
"Csf2ra",173.1591,170.7075,153.7253,166.4874,144.9769,161.7666
"Foxb1",0.7089033,1.67511,0.5287872,0.9106775,0.7413295,0.4446248
"Srcin1",16.41212,17.58999,23.09434,14.89793,15.19059,21.21141
"Traip",124.3725,122.0008,111.1793,130.8171,114.7757,123.5677
"Dao",5.092577,1.363317,3.157735,4.378729,5.735866,5.467145
"Rel",38.97092,32.76268,33.95507,30.05106,28.41506,31.05063
"Pex2",523.7464,509.5064,504.6402,452.1729,427.4425,472.6848
"Hpn",8.620871,8.876955,9.708531,13.43453,8.277918,16.36659
"Mdfi",7.573586,11.98443,15.33017,8.730556,7.129616,8.800801
"Lbx2",7.052303,8.798639,11.38029,9.118416,4.036216,6.11724
